0,11.50,0.00
31,11.50,8.50
41,8.50,8.50
60,8.50,3.00
79,8.50,8.50
92,5.00,8.50
99,5.00,10.50
106,5.00,12.50
117,8.46,12.50
124,8.46,10.50
132,8.46,12.50
142,5.00,12.50
148,5.00,14.50
170,12.00,14.50
191,5.00,14.50
206,-0.50,14.50
222,5.00,14.50
228,5.00,12.50
234,5.00,10.50
250,0.00,10.50
266,5.00,10.50
272,5.00,8.50
282,5.00,5.50
297,0.00,5.50
313,5.00,5.50
330,5.00,0.00
347,0.00,0.00
363,5.00,0.00
386,11.50,0.00
