0,11.50,0.00
16,11.50,8.50
22,8.50,8.50
33,8.50,3.00
44,8.50,8.50
51,5.00,8.50
57,5.00,10.50
60,5.00,12.50
67,8.46,12.50
71,8.46,10.50
77,8.46,12.50
83,5.00,12.50
88,5.00,14.50
101,12.00,14.50
115,5.00,14.50
126,-0.50,14.50
137,5.00,14.50
141,5.00,12.50
146,5.00,10.50
156,0.00,10.50
166,5.00,10.50
171,5.00,8.50
177,5.00,5.50
187,0.00,5.50
197,5.00,5.50
208,5.00,0.00
219,0.00,0.00
228,5.00,0.00
240,11.50,0.00
